customer_id,recency_days,frequency,monetary,cluster,segment_name
13287,238,3,781.59,1,Lost / Lapsed
13288,78,5,927.61,0,Champions
13289,358,1,307.95,1,Lost / Lapsed
13290,73,1,208.63,2,Occasional / Low-value
13291,49,10,2959.73,0,Champions
13292,50,3,415.57,2,Occasional / Low-value
13293,27,6,1192.94,0,Champions
13294,281,1,815.79,1,Lost / Lapsed
13295,11,3,900.77,2,Occasional / Low-value
13296,58,5,705.11,2,Occasional / Low-value
13297,20,3,2278.77,0,Champions
13299,58,2,1076.2,2,Occasional / Low-value
13300,23,2,913.62,2,Occasional / Low-value
13302,161,1,95.45,1,Lost / Lapsed
13303,35,1,61.72,2,Occasional / Low-value
13304,90,3,917.57,2,Occasional / Low-value
13305,7,7,1753.85,0,Champions
13306,65,1,53.65,2,Occasional / Low-value
13307,122,2,258.34,2,Occasional / Low-value
13308,231,1,284.86,1,Lost / Lapsed
13309,27,1,249.58,2,Occasional / Low-value
13310,15,2,409.17,2,Occasional / Low-value
13312,86,1,124.75,2,Occasional / Low-value
13313,114,7,1890.0,0,Champions
13315,324,1,310.26,1,Lost / Lapsed
13316,27,6,7213.84,0,Champions
13317,20,13,4212.41,0,Champions
13319,0,34,11236.95,0,Champions
13320,69,2,679.4,2,Occasional / Low-value
13324,63,8,3391.52,0,Champions
13326,67,1,281.76,2,Occasional / Low-value
13327,0,14,6251.71,0,Champions
13329,1,7,4323.97,0,Champions
13330,90,3,1665.25,2,Occasional / Low-value
13331,36,1,262.4,2,Occasional / Low-value
13333,46,3,1015.74,2,Occasional / Low-value
13334,171,2,2726.93,2,Occasional / Low-value
13337,181,1,1575.26,1,Lost / Lapsed
13338,176,3,1958.6,2,Occasional / Low-value
13340,52,5,11364.08,0,Champions
13346,97,6,299.4,2,Occasional / Low-value
13357,129,4,3228.41,0,Champions
13359,38,1,603.75,2,Occasional / Low-value
13360,66,4,1553.65,0,Champions
13361,107,2,1450.5,2,Occasional / Low-value
13362,13,3,2303.33,0,Champions
13363,44,1,731.36,2,Occasional / Low-value
13367,66,1,510.2,2,Occasional / Low-value
13368,49,2,498.1,2,Occasional / Low-value
13369,0,1,308.28,2,Occasional / Low-value
13370,6,1,754.87,2,Occasional / Low-value
13371,140,2,2297.66,2,Occasional / Low-value
13373,50,3,4274.94,0,Champions
13374,49,2,422.8,2,Occasional / Low-value
13375,79,1,1013.58,2,Occasional / Low-value
13377,31,2,1552.88,2,Occasional / Low-value
13380,67,1,62.4,2,Occasional / Low-value
13381,14,6,4585.06,0,Champions
13382,63,4,1164.59,2,Occasional / Low-value
13383,178,1,305.28,1,Lost / Lapsed
13384,25,4,2528.9,0,Champions
13386,49,2,835.46,2,Occasional / Low-value
13387,52,1,189.44,2,Occasional / Low-value
13388,238,1,508.55,1,Lost / Lapsed
13392,312,1,91.14,1,Lost / Lapsed
13393,218,4,1131.45,1,Lost / Lapsed
13394,14,11,4101.68,0,Champions
13395,35,2,872.51,2,Occasional / Low-value
13397,72,5,1647.74,0,Champions
13398,83,1,213.0,2,Occasional / Low-value
13399,99,3,275.4,2,Occasional / Low-value
13400,217,1,310.83,1,Lost / Lapsed
13402,7,3,913.9,2,Occasional / Low-value
13403,22,2,154.5,2,Occasional / Low-value
13405,116,3,641.36,2,Occasional / Low-value
13406,62,2,568.92,2,Occasional / Low-value
13407,213,3,2244.7,1,Lost / Lapsed
13408,6,46,23616.42,0,Champions
13410,28,4,1198.9,0,Champions
13412,255,1,487.35,1,Lost / Lapsed
13413,274,6,429.44,1,Lost / Lapsed
13414,98,3,1103.64,2,Occasional / Low-value
13415,107,4,800.67,2,Occasional / Low-value
13416,371,1,228.3,1,Lost / Lapsed
13417,182,4,1028.66,2,Occasional / Low-value
13418,7,15,6106.17,0,Champions
13421,41,6,2252.04,0,Champions
13423,63,1,217.03,2,Occasional / Low-value
13424,84,1,572.77,2,Occasional / Low-value
13425,143,2,1779.42,2,Occasional / Low-value
13426,17,12,4526.06,0,Champions
13427,112,3,423.93,2,Occasional / Low-value
13428,149,2,281.51,2,Occasional / Low-value
13431,41,6,2047.14,0,Champions
13432,206,2,439.1,1,Lost / Lapsed
13433,136,4,658.32,2,Occasional / Low-value
13434,20,3,1132.62,2,Occasional / Low-value
13435,11,2,665.34,2,Occasional / Low-value
13438,182,1,46.5,1,Lost / Lapsed
13439,23,2,702.9,2,Occasional / Low-value
13440,58,7,1295.25,0,Champions
13441,66,1,424.26,2,Occasional / Low-value
13442,302,3,419.87,1,Lost / Lapsed
13443,83,6,1280.16,0,Champions
13444,9,2,631.68,2,Occasional / Low-value
13445,261,1,241.9,1,Lost / Lapsed
13446,65,11,3881.89,0,Champions
13448,8,9,5701.5,0,Champions
13450,9,7,2076.32,0,Champions
13451,16,6,4214.77,0,Champions
13452,107,1,139.8,2,Occasional / Low-value
13453,37,1,424.71,2,Occasional / Low-value
13454,276,1,219.87,1,Lost / Lapsed
13455,1,5,1847.59,0,Champions
13457,323,2,148.22,1,Lost / Lapsed
13458,14,2,2312.7,2,Occasional / Low-value
13459,259,2,1160.41,1,Lost / Lapsed
13461,42,3,2715.0,0,Champions
13462,45,4,1002.35,2,Occasional / Low-value
13464,29,5,2422.96,0,Champions
13465,81,2,931.12,2,Occasional / Low-value
13466,43,4,705.45,2,Occasional / Low-value
13468,3,38,7685.54,0,Champions
13469,288,1,82.4,1,Lost / Lapsed
13472,98,2,592.24,2,Occasional / Low-value
13473,209,6,2235.12,0,Champions
13474,78,2,434.2,2,Occasional / Low-value
13476,41,3,823.0,2,Occasional / Low-value
13477,90,5,1379.59,0,Champions
13478,104,5,2215.78,0,Champions
13479,87,2,550.42,2,Occasional / Low-value
13480,51,2,627.82,2,Occasional / Low-value
13481,9,6,2026.28,0,Champions
13482,262,1,151.45,1,Lost / Lapsed
13484,18,2,476.92,2,Occasional / Low-value
13485,11,10,2564.98,0,Champions
13487,140,2,271.47,2,Occasional / Low-value
13488,2,11,6619.57,0,Champions
13490,289,1,154.25,1,Lost / Lapsed
13491,7,18,3350.74,0,Champions
13495,3,6,3329.39,0,Champions
13497,3,5,972.28,0,Champions
13498,365,1,327.38,1,Lost / Lapsed
13500,36,1,299.53,2,Occasional / Low-value
13501,121,2,1544.79,2,Occasional / Low-value
13502,50,2,488.5,2,Occasional / Low-value
13503,114,5,1688.54,0,Champions
13506,4,4,1180.68,0,Champions
13508,277,1,176.08,1,Lost / Lapsed
13509,142,1,135.0,1,Lost / Lapsed
13510,10,7,2766.73,0,Champions
13511,311,1,282.76,1,Lost / Lapsed
13512,22,3,462.18,2,Occasional / Low-value
13513,76,2,619.49,2,Occasional / Low-value
13514,63,3,663.7,2,Occasional / Low-value
13515,84,2,374.7,2,Occasional / Low-value
13516,52,1,295.85,2,Occasional / Low-value
13519,77,1,220.46,2,Occasional / Low-value
13520,6,6,3285.05,0,Champions
13523,1,2,1136.64,2,Occasional / Low-value
13526,373,2,1182.0,1,Lost / Lapsed
13527,53,5,2396.23,0,Champions
13530,269,1,402.98,1,Lost / Lapsed
13531,1,5,1254.72,0,Champions
13534,14,10,1850.82,0,Champions
13535,37,1,89.5,2,Occasional / Low-value
13537,60,2,717.85,2,Occasional / Low-value
13538,31,5,1831.88,0,Champions
13539,55,4,938.02,2,Occasional / Low-value
13540,102,3,632.39,2,Occasional / Low-value
13541,62,2,785.25,2,Occasional / Low-value
13542,11,17,4006.17,0,Champions
13543,269,2,1439.61,1,Lost / Lapsed
13544,46,4,537.59,2,Occasional / Low-value
13545,25,2,374.64,2,Occasional / Low-value
13546,17,2,465.15,2,Occasional / Low-value
13547,43,1,175.53,2,Occasional / Low-value
13548,106,1,226.58,2,Occasional / Low-value
13549,22,1,87.6,2,Occasional / Low-value
13550,18,1,349.51,2,Occasional / Low-value
13551,301,1,152.4,1,Lost / Lapsed
13552,63,10,3238.85,0,Champions
13553,309,1,517.8,1,Lost / Lapsed
13554,15,7,1638.28,0,Champions
13555,13,9,4849.91,0,Champions
13556,64,2,200.82,2,Occasional / Low-value
13557,50,11,2448.2,0,Champions
13559,147,2,990.0,2,Occasional / Low-value
13561,32,10,1678.86,0,Champions
13562,36,5,3038.85,0,Champions
13564,3,35,15500.53,0,Champions
13565,46,1,174.58,2,Occasional / Low-value
13566,69,3,833.41,2,Occasional / Low-value
13567,63,4,1083.69,2,Occasional / Low-value
13569,2,3,520.03,2,Occasional / Low-value
13571,17,14,2454.22,0,Champions
13573,14,4,622.07,2,Occasional / Low-value
13574,46,1,421.25,2,Occasional / Low-value
13576,8,11,4834.4,0,Champions
13577,17,7,1801.68,0,Champions
13578,44,1,147.66,2,Occasional / Low-value
13579,4,4,1072.0,2,Occasional / Low-value
13580,41,1,107.75,2,Occasional / Low-value
13581,49,1,162.53,2,Occasional / Low-value
13582,24,2,241.68,2,Occasional / Low-value
13583,314,1,664.0,1,Lost / Lapsed
13584,133,2,250.05,2,Occasional / Low-value
13585,165,3,684.54,2,Occasional / Low-value
13586,176,1,131.53,1,Lost / Lapsed
13587,84,3,961.1,2,Occasional / Low-value
13589,84,4,741.09,2,Occasional / Low-value
13590,10,12,4367.67,0,Champions
13591,70,4,976.81,2,Occasional / Low-value
13593,22,9,3486.61,0,Champions
13594,120,1,136.35,2,Occasional / Low-value
13595,151,3,818.22,2,Occasional / Low-value
13597,35,2,396.71,2,Occasional / Low-value
13598,130,4,609.42,2,Occasional / Low-value
13599,1,14,5013.96,0,Champions
13600,269,1,298.9,1,Lost / Lapsed
13601,27,2,491.82,2,Occasional / Low-value
13602,16,3,596.28,2,Occasional / Low-value
13604,293,1,717.62,1,Lost / Lapsed
13605,22,2,522.67,2,Occasional / Low-value
13607,37,1,400.3,2,Occasional / Low-value
13608,175,1,236.2,1,Lost / Lapsed
13609,228,1,167.35,1,Lost / Lapsed
13610,22,7,1044.0,0,Champions
13611,9,7,2147.73,0,Champions
13612,267,1,818.29,1,Lost / Lapsed
13613,87,5,1039.85,0,Champions
13614,28,2,748.73,2,Occasional / Low-value
13615,34,7,5854.84,0,Champions
13616,203,2,288.1,1,Lost / Lapsed
13617,43,5,734.57,2,Occasional / Low-value
13619,179,2,231.69,1,Lost / Lapsed
13620,163,1,112.34,1,Lost / Lapsed
13622,331,1,658.95,1,Lost / Lapsed
13623,15,5,1818.71,0,Champions
13624,23,1,462.08,2,Occasional / Low-value
13625,231,1,301.26,1,Lost / Lapsed
13626,14,1,449.81,2,Occasional / Low-value
13627,123,2,607.43,2,Occasional / Low-value
13628,311,1,310.14,1,Lost / Lapsed
13629,48,8,5578.5,0,Champions
13632,29,3,1526.88,2,Occasional / Low-value
13634,9,11,3498.31,0,Champions
13635,77,3,1928.13,2,Occasional / Low-value
13639,71,1,312.93,2,Occasional / Low-value
13640,246,1,405.0,1,Lost / Lapsed
13641,275,5,1016.47,1,Lost / Lapsed
13642,67,3,159.92,2,Occasional / Low-value
13643,17,7,1637.33,0,Champions
13646,34,2,326.25,2,Occasional / Low-value
13647,129,4,1393.56,2,Occasional / Low-value
13648,35,8,1764.02,0,Champions
13649,1,5,1332.28,0,Champions
13650,9,4,1451.66,0,Champions
13651,16,1,132.65,2,Occasional / Low-value
13652,3,3,1475.77,2,Occasional / Low-value
13653,122,1,152.2,2,Occasional / Low-value
13654,15,5,3600.67,0,Champions
13655,9,4,1347.54,0,Champions
13656,134,2,699.2,2,Occasional / Low-value
13658,18,4,3386.33,0,Champions
13659,51,10,3321.68,0,Champions
13660,35,1,314.59,2,Occasional / Low-value
13661,238,1,325.24,1,Lost / Lapsed
13662,20,8,1352.35,0,Champions
13663,15,4,1858.04,0,Champions
13665,21,3,1711.66,2,Occasional / Low-value
13666,55,2,43.25,2,Occasional / Low-value
13668,18,14,6726.35,0,Champions
13669,42,1,195.0,2,Occasional / Low-value
13671,29,1,194.95,2,Occasional / Low-value
13672,365,1,233.53,1,Lost / Lapsed
13674,67,1,240.68,2,Occasional / Low-value
13676,174,2,243.9,1,Lost / Lapsed
13677,39,2,556.19,2,Occasional / Low-value
13679,128,3,281.26,2,Occasional / Low-value
13680,106,8,7713.25,0,Champions
13683,92,1,258.6,2,Occasional / Low-value
13684,25,3,529.75,2,Occasional / Low-value
13686,15,2,337.04,2,Occasional / Low-value
13687,73,1,11880.84,0,Champions
13688,270,1,375.5,1,Lost / Lapsed
13689,79,1,349.5,2,Occasional / Low-value
13691,31,1,212.78,2,Occasional / Low-value
13692,43,2,1626.08,2,Occasional / Low-value
13693,9,9,2011.82,0,Champions
13694,8,94,131443.19,0,Champions
13695,212,1,266.6,1,Lost / Lapsed
13696,56,3,2020.4,0,Champions
13698,231,2,465.53,1,Lost / Lapsed
13699,185,1,455.57,1,Lost / Lapsed
13700,52,3,348.34,2,Occasional / Low-value
13701,81,1,161.0,2,Occasional / Low-value
13702,80,1,135.18,2,Occasional / Low-value
13703,50,1,326.06,2,Occasional / Low-value
13705,8,5,1323.47,0,Champions
13706,261,1,300.38,1,Lost / Lapsed
13707,64,3,2559.45,0,Champions
13709,81,5,1263.7,0,Champions
13710,58,2,329.04,2,Occasional / Low-value
13711,41,7,1540.2,0,Champions
13712,245,1,537.58,1,Lost / Lapsed
13713,43,3,743.26,2,Occasional / Low-value
13714,100,1,161.35,2,Occasional / Low-value
13715,7,13,7403.95,0,Champions
13717,92,2,318.29,2,Occasional / Low-value
13719,28,6,1773.57,0,Champions
13721,30,1,217.4,2,Occasional / Low-value
13722,55,7,3260.0,0,Champions
13723,27,5,1009.35,0,Champions
13724,272,1,213.01,1,Lost / Lapsed
13727,246,6,746.57,1,Lost / Lapsed
13728,22,10,1839.03,0,Champions
13729,70,3,724.73,2,Occasional / Low-value
13733,45,2,487.03,2,Occasional / Low-value
13734,143,4,6701.64,0,Champions
13735,11,9,6927.98,0,Champions
13736,60,5,2034.31,0,Champions
13738,31,1,440.93,2,Occasional / Low-value
13739,162,1,75.3,1,Lost / Lapsed
13740,50,4,1247.02,0,Champions
13745,181,1,477.32,1,Lost / Lapsed
13746,48,1,176.69,2,Occasional / Low-value
13747,8,2,169.8,2,Occasional / Low-value
13748,8,5,1320.1,0,Champions
13750,15,6,1954.92,0,Champions
13752,162,1,404.45,1,Lost / Lapsed
13753,233,3,1353.31,1,Lost / Lapsed
13754,72,1,164.45,2,Occasional / Low-value
13756,2,10,4017.98,0,Champions
13757,309,1,195.55,1,Lost / Lapsed
13758,1,10,6226.43,0,Champions
13760,39,3,1076.85,2,Occasional / Low-value
13761,137,4,881.52,2,Occasional / Low-value
13762,228,4,2165.76,1,Lost / Lapsed
13763,52,2,3502.48,2,Occasional / Low-value
13764,204,3,1431.5,1,Lost / Lapsed
13765,288,1,352.82,1,Lost / Lapsed
13766,130,1,190.35,2,Occasional / Low-value
13767,4,39,18320.17,0,Champions
13768,361,2,875.97,1,Lost / Lapsed
13769,2,11,3003.91,0,Champions
13770,57,4,785.37,2,Occasional / Low-value
13771,168,5,3094.37,0,Champions
13772,35,5,1982.09,0,Champions
13773,31,2,301.54,2,Occasional / Low-value
13775,225,1,1049.66,1,Lost / Lapsed
13776,63,2,623.98,2,Occasional / Low-value
13777,1,37,30501.26,0,Champions
13778,126,3,945.79,2,Occasional / Low-value
13779,150,1,161.13,1,Lost / Lapsed
13780,42,1,375.81,2,Occasional / Low-value
13781,227,2,650.99,1,Lost / Lapsed
13782,88,7,881.72,0,Champions
13783,122,4,1542.09,0,Champions
13784,69,3,447.44,2,Occasional / Low-value
13785,63,4,542.49,2,Occasional / Low-value
13786,2,6,3128.54,0,Champions
13787,93,4,913.46,2,Occasional / Low-value
13788,140,1,3.75,1,Lost / Lapsed
13789,23,1,239.46,2,Occasional / Low-value
13792,57,1,188.4,2,Occasional / Low-value
13793,281,1,96.0,1,Lost / Lapsed
13794,181,1,126.03,1,Lost / Lapsed
13795,23,4,836.3,2,Occasional / Low-value
13796,134,1,289.7,2,Occasional / Low-value
13797,71,3,1179.45,2,Occasional / Low-value
13798,7,54,38683.02,0,Champions
13799,79,7,2114.71,0,Champions
13800,65,2,1121.24,2,Occasional / Low-value
13802,9,16,21659.69,0,Champions
13803,66,2,1061.84,2,Occasional / Low-value
13804,70,2,572.73,2,Occasional / Low-value
13807,2,3,422.2,2,Occasional / Low-value
13809,29,2,524.65,2,Occasional / Low-value
13813,162,4,1398.61,2,Occasional / Low-value
13814,162,1,678.2,1,Lost / Lapsed
13815,41,4,3448.38,0,Champions
13818,64,1,61.28,2,Occasional / Low-value
13819,304,3,1502.0,1,Lost / Lapsed
13820,53,3,660.65,2,Occasional / Low-value
13821,28,4,1025.09,2,Occasional / Low-value
13823,15,5,2445.79,0,Champions
13824,14,7,1615.82,0,Champions
13825,256,2,255.59,1,Lost / Lapsed
13829,56,1,102.0,2,Occasional / Low-value
13830,216,1,156.85,1,Lost / Lapsed
13831,4,13,4820.59,0,Champions
13832,57,1,561.49,2,Occasional / Low-value
13833,39,1,316.56,2,Occasional / Low-value
13834,211,2,324.19,1,Lost / Lapsed
13835,154,3,260.7,2,Occasional / Low-value
13836,34,2,620.37,2,Occasional / Low-value
13838,4,7,1274.36,0,Champions
13839,121,1,139.95,2,Occasional / Low-value
13840,51,1,651.4,2,Occasional / Low-value
13842,1,10,2244.29,0,Champions
13843,16,1,319.75,2,Occasional / Low-value
13846,34,1,442.73,2,Occasional / Low-value
13847,354,1,310.72,1,Lost / Lapsed
13848,1,6,2080.0,0,Champions
13849,32,3,1931.35,0,Champions
13851,14,5,1955.0,0,Champions
13852,245,1,187.35,1,Lost / Lapsed
13854,0,15,4144.44,0,Champions
13855,135,4,1310.34,2,Occasional / Low-value
13856,98,8,753.53,0,Champions
13857,28,6,1001.01,0,Champions
13859,164,1,314.7,1,Lost / Lapsed
13861,64,2,273.26,2,Occasional / Low-value
13862,24,1,346.73,2,Occasional / Low-value
13863,100,3,933.77,2,Occasional / Low-value
13864,21,1,662.4,2,Occasional / Low-value
13869,16,6,5006.62,0,Champions
13870,22,7,2941.14,0,Champions
13871,63,4,1482.6,0,Champions
13872,162,3,919.57,2,Occasional / Low-value
13873,18,5,649.32,2,Occasional / Low-value
13874,139,6,1508.7,0,Champions
13875,22,9,3027.58,0,Champions
13877,105,2,332.44,2,Occasional / Low-value
13878,182,3,1191.53,1,Lost / Lapsed
13879,280,1,395.5,1,Lost / Lapsed
13880,2,5,1171.89,0,Champions
13881,10,23,28019.58,0,Champions
13883,38,10,3885.54,0,Champions
13884,11,5,1100.88,0,Champions
13888,39,5,1563.42,0,Champions
13889,17,5,1574.33,0,Champions
13890,9,4,1043.57,2,Occasional / Low-value
13891,13,3,863.56,2,Occasional / Low-value
13892,112,2,634.68,2,Occasional / Low-value
13895,150,2,1415.45,2,Occasional / Low-value
13896,260,1,388.55,1,Lost / Lapsed
13897,73,2,849.56,2,Occasional / Low-value
13898,46,1,530.47,2,Occasional / Low-value
13900,24,3,869.64,2,Occasional / Low-value
13901,9,10,2809.14,0,Champions
13902,267,5,34095.26,0,Champions
13903,35,1,165.45,2,Occasional / Low-value
13905,367,1,312.65,1,Lost / Lapsed
13906,44,1,42.0,2,Occasional / Low-value
13907,326,1,136.8,1,Lost / Lapsed
13909,58,2,286.6,2,Occasional / Low-value
13911,14,11,1654.08,0,Champions
13912,58,1,124.95,2,Occasional / Low-value
13913,141,1,42.22,1,Lost / Lapsed
13915,29,1,70.8,2,Occasional / Low-value
13916,98,4,1275.81,2,Occasional / Low-value
13919,59,2,975.87,2,Occasional / Low-value
13920,66,4,1774.68,0,Champions
13921,37,4,730.7,2,Occasional / Low-value
13922,72,2,692.95,2,Occasional / Low-value
13927,72,1,359.27,2,Occasional / Low-value
13929,51,9,2651.45,0,Champions
13931,27,9,4019.85,0,Champions
13935,231,3,6116.92,0,Champions
13936,17,2,563.08,2,Occasional / Low-value
13937,37,1,721.28,2,Occasional / Low-value
13939,66,4,992.41,2,Occasional / Low-value
13941,7,11,6009.34,0,Champions
13942,169,1,320.0,1,Lost / Lapsed
13943,212,1,246.54,1,Lost / Lapsed
13944,288,1,200.43,1,Lost / Lapsed
13945,29,2,854.15,2,Occasional / Low-value
13946,11,3,1314.66,2,Occasional / Low-value
13948,46,3,446.76,2,Occasional / Low-value
13952,15,12,9572.45,0,Champions
13953,44,5,3125.0,0,Champions
13955,10,1,222.21,2,Occasional / Low-value
13957,52,3,458.25,2,Occasional / Low-value
13958,14,8,4709.23,0,Champions
13959,34,3,477.98,2,Occasional / Low-value
13961,27,1,538.4,2,Occasional / Low-value
13962,70,1,193.25,2,Occasional / Low-value
13963,2,14,2347.33,0,Champions
13964,22,2,438.9,2,Occasional / Low-value
13965,111,3,996.61,2,Occasional / Low-value
13966,70,1,390.86,2,Occasional / Low-value
13967,31,1,85.6,2,Occasional / Low-value
13968,58,1,123.66,2,Occasional / Low-value
13969,0,18,4311.93,0,Champions
13970,21,2,846.55,2,Occasional / Low-value
13971,58,6,1909.31,0,Champions
13974,217,1,264.13,1,Lost / Lapsed
13975,28,6,2832.56,0,Champions
13976,141,3,834.38,2,Occasional / Low-value
13977,46,1,519.81,2,Occasional / Low-value
13979,28,6,2546.36,0,Champions
13980,74,4,599.78,2,Occasional / Low-value
13981,50,1,331.14,2,Occasional / Low-value
13982,0,6,2573.78,0,Champions
13983,1,10,4505.02,0,Champions
13984,1,8,1128.09,0,Champions
13985,9,7,2960.73,0,Champions
13987,14,2,682.54,2,Occasional / Low-value
13988,18,2,609.84,2,Occasional / Low-value
13989,99,3,759.98,2,Occasional / Low-value
13992,15,2,142.7,2,Occasional / Low-value
13993,14,10,3309.35,0,Champions
13995,14,9,2508.32,0,Champions
13996,21,2,895.76,2,Occasional / Low-value
13997,154,3,382.31,2,Occasional / Low-value
13998,81,3,566.7,2,Occasional / Low-value
13999,9,17,5600.45,0,Champions
14000,49,4,1410.68,0,Champions
14001,8,7,2487.01,0,Champions
14003,367,1,209.41,1,Lost / Lapsed
14004,28,4,1675.81,0,Champions
14006,163,4,1234.48,2,Occasional / Low-value
14007,147,1,79.48,1,Lost / Lapsed
14008,67,1,509.04,2,Occasional / Low-value
14009,97,1,404.3,2,Occasional / Low-value
14010,200,2,445.15,1,Lost / Lapsed
14011,115,2,457.82,2,Occasional / Low-value
14013,15,2,611.55,2,Occasional / Low-value
14014,11,2,1443.03,2,Occasional / Low-value
14016,31,7,7062.2,0,Champions
14017,206,1,229.75,1,Lost / Lapsed
14018,280,1,367.15,1,Lost / Lapsed
14020,111,2,606.21,2,Occasional / Low-value
14021,9,4,1084.68,2,Occasional / Low-value
14022,121,1,352.15,2,Occasional / Low-value
14024,25,1,318.04,2,Occasional / Low-value
14025,99,8,4057.9,0,Champions
14026,105,2,713.11,2,Occasional / Low-value
14028,185,3,10396.5,0,Champions
14030,1,14,5902.2,0,Champions
14031,0,27,23712.31,0,Champions
14032,1,6,1874.68,0,Champions
14033,190,1,109.44,1,Lost / Lapsed
14035,41,4,1428.7,0,Champions
14037,113,4,689.75,2,Occasional / Low-value
14038,32,2,1509.5,2,Occasional / Low-value
14039,210,1,115.08,1,Lost / Lapsed
14040,21,23,9030.65,0,Champions
14042,360,1,431.98,1,Lost / Lapsed
14043,126,2,304.25,2,Occasional / Low-value
14044,53,6,2470.28,0,Champions
14045,8,13,9653.28,0,Champions
14047,7,10,2946.42,0,Champions
14048,17,2,338.76,2,Occasional / Low-value
14049,22,9,7557.31,0,Champions
14051,1,15,6823.61,0,Champions
14052,25,1,255.45,2,Occasional / Low-value
14053,32,2,312.05,2,Occasional / Low-value
14055,212,2,795.32,1,Lost / Lapsed
14057,16,5,2190.88,0,Champions
14058,97,2,469.19,2,Occasional / Low-value
14060,1,13,3378.66,0,Champions
14061,142,3,917.43,2,Occasional / Low-value
14062,9,12,15139.35,0,Champions
14063,73,9,22710.2,0,Champions
14064,65,10,1978.68,0,Champions
14065,24,3,891.02,2,Occasional / Low-value
14068,238,3,1262.52,1,Lost / Lapsed
14069,149,2,230.06,1,Lost / Lapsed
14070,319,1,326.55,1,Lost / Lapsed
14072,301,1,390.85,1,Lost / Lapsed
14074,258,1,219.4,1,Lost / Lapsed
14075,38,3,792.61,2,Occasional / Low-value
14077,30,1,115.66,2,Occasional / Low-value
14078,8,4,643.26,2,Occasional / Low-value
14079,317,1,243.63,1,Lost / Lapsed
14080,48,4,1070.08,2,Occasional / Low-value
14081,4,9,4435.58,0,Champions
14082,27,1,231.11,2,Occasional / Low-value
14083,6,3,388.83,2,Occasional / Low-value
14084,147,1,150.5,1,Lost / Lapsed
14085,3,16,5656.43,0,Champions
14086,97,1,39.95,2,Occasional / Low-value
14087,39,2,651.8,2,Occasional / Low-value
14088,41,3,13544.99,0,Champions
14091,289,2,9530.08,1,Lost / Lapsed
14092,9,10,3152.54,0,Champions
14094,74,1,335.22,2,Occasional / Low-value
14095,357,1,2.95,1,Lost / Lapsed
14097,116,2,422.86,2,Occasional / Low-value
14099,10,9,2661.54,0,Champions
14101,23,7,3985.14,0,Champions
14104,24,3,555.37,2,Occasional / Low-value
14105,43,4,4722.6,0,Champions
14106,372,1,214.8,1,Lost / Lapsed
14107,83,4,2174.07,0,Champions
14108,366,2,447.05,1,Lost / Lapsed
14110,70,21,7304.8,0,Champions
14112,86,6,2919.44,0,Champions
14113,10,12,5252.19,0,Champions
14114,30,5,977.56,0,Champions
14115,136,2,622.67,2,Occasional / Low-value
14118,63,1,458.45,2,Occasional / Low-value
14119,10,2,183.37,2,Occasional / Low-value
14122,41,3,362.42,2,Occasional / Low-value
14123,368,1,436.18,1,Lost / Lapsed
14126,79,1,466.33,2,Occasional / Low-value
14127,15,3,1190.37,2,Occasional / Low-value
14128,186,1,286.71,1,Lost / Lapsed
14129,34,4,1467.48,0,Champions
14130,10,3,1398.81,2,Occasional / Low-value
14131,283,1,187.87,1,Lost / Lapsed
14133,368,1,305.5,1,Lost / Lapsed
14134,17,15,11123.35,0,Champions
14135,2,11,4953.61,0,Champions
14136,35,5,1570.81,0,Champions
14137,330,1,332.7,1,Lost / Lapsed
14139,125,3,670.98,2,Occasional / Low-value
14142,8,2,671.34,2,Occasional / Low-value
14144,121,1,30.6,1,Lost / Lapsed
14145,94,3,3857.85,0,Champions
14146,18,7,5259.3,0,Champions
14147,23,7,2106.8,0,Champions
14148,49,1,309.09,2,Occasional / Low-value
14151,308,2,679.45,1,Lost / Lapsed
14152,22,5,1376.05,0,Champions
14153,118,1,233.4,2,Occasional / Low-value
14154,16,6,5115.08,0,Champions
14156,6,102,196566.74,0,Champions
14157,24,3,569.9,2,Occasional / Low-value
14159,14,9,3245.0,0,Champions
14160,245,7,8421.47,0,Champions
14161,4,5,2208.36,0,Champions
14163,97,1,148.71,2,Occasional / Low-value
14166,140,2,256.85,2,Occasional / Low-value
14167,99,4,721.65,2,Occasional / Low-value
14168,55,2,370.45,2,Occasional / Low-value
14169,65,2,624.43,2,Occasional / Low-value
14170,10,3,597.33,2,Occasional / Low-value
14171,365,1,135.0,1,Lost / Lapsed
14172,240,3,402.72,1,Lost / Lapsed
14173,276,2,135.16,1,Lost / Lapsed
14175,53,5,4456.58,0,Champions
14176,2,2,339.11,2,Occasional / Low-value
14177,16,9,1669.93,0,Champions
14180,7,9,1570.73,0,Champions
14181,45,2,310.55,2,Occasional / Low-value
14182,78,4,678.77,2,Occasional / Low-value
14183,46,2,286.29,2,Occasional / Low-value
14186,62,5,1550.63,0,Champions
14187,108,1,123.5,2,Occasional / Low-value
14189,3,2,1160.31,2,Occasional / Low-value
14190,301,1,79.9,1,Lost / Lapsed
14191,29,2,132.9,2,Occasional / Low-value
14192,23,1,293.74,2,Occasional / Low-value
14193,31,1,356.8,2,Occasional / Low-value
14194,27,15,7321.07,0,Champions
14195,74,4,1603.6,0,Champions
14197,45,1,390.05,2,Occasional / Low-value
14198,35,5,868.33,0,Champions
