customer_id,recency_days,frequency,monetary,cluster,segment_name,updated_at
13713,43,3,743.26,2,Occasional / Low-value,2026-07-30 19:54:39
13714,100,1,161.35,2,Occasional / Low-value,2026-07-30 19:54:39
13715,7,13,7403.95,0,Champions,2026-07-30 19:54:39
13717,92,2,318.29,2,Occasional / Low-value,2026-07-30 19:54:39
13719,28,6,1773.57,0,Champions,2026-07-30 19:54:39
13721,30,1,217.4,2,Occasional / Low-value,2026-07-30 19:54:39
13722,55,7,3260.0,0,Champions,2026-07-30 19:54:39
13723,27,5,1009.35,0,Champions,2026-07-30 19:54:39
13724,272,1,213.01,1,Lost / Lapsed,2026-07-30 19:54:39
13727,246,6,746.57,1,Lost / Lapsed,2026-07-30 19:54:39
13728,22,10,1839.03,0,Champions,2026-07-30 19:54:39
13729,70,3,724.73,2,Occasional / Low-value,2026-07-30 19:54:39
13733,45,2,487.03,2,Occasional / Low-value,2026-07-30 19:54:39
13734,143,4,6701.64,0,Champions,2026-07-30 19:54:39
13735,11,9,6927.98,0,Champions,2026-07-30 19:54:39
13736,60,5,2034.31,0,Champions,2026-07-30 19:54:39
13738,31,1,440.93,2,Occasional / Low-value,2026-07-30 19:54:39
13739,162,1,75.3,1,Lost / Lapsed,2026-07-30 19:54:39
13740,50,4,1247.02,0,Champions,2026-07-30 19:54:39
13745,181,1,477.32,1,Lost / Lapsed,2026-07-30 19:54:39
13746,48,1,176.69,2,Occasional / Low-value,2026-07-30 19:54:39
13747,8,2,169.8,2,Occasional / Low-value,2026-07-30 19:54:39
13748,8,5,1320.1,0,Champions,2026-07-30 19:54:39
13750,15,6,1954.92,0,Champions,2026-07-30 19:54:39
13752,162,1,404.45,1,Lost / Lapsed,2026-07-30 19:54:39
13753,233,3,1353.31,1,Lost / Lapsed,2026-07-30 19:54:39
13754,72,1,164.45,2,Occasional / Low-value,2026-07-30 19:54:39
13756,2,10,4017.98,0,Champions,2026-07-30 19:54:39
13757,309,1,195.55,1,Lost / Lapsed,2026-07-30 19:54:39
13758,1,10,6226.43,0,Champions,2026-07-30 19:54:39
13760,39,3,1076.85,2,Occasional / Low-value,2026-07-30 19:54:39
13761,137,4,881.52,2,Occasional / Low-value,2026-07-30 19:54:39
13762,228,4,2165.76,1,Lost / Lapsed,2026-07-30 19:54:39
13763,52,2,3502.48,2,Occasional / Low-value,2026-07-30 19:54:39
13764,204,3,1431.5,1,Lost / Lapsed,2026-07-30 19:54:39
13765,288,1,352.82,1,Lost / Lapsed,2026-07-30 19:54:39
13766,130,1,190.35,2,Occasional / Low-value,2026-07-30 19:54:39
13767,4,39,18320.17,0,Champions,2026-07-30 19:54:39
13768,361,2,875.97,1,Lost / Lapsed,2026-07-30 19:54:39
13769,2,11,3003.91,0,Champions,2026-07-30 19:54:39
13770,57,4,785.37,2,Occasional / Low-value,2026-07-30 19:54:39
13771,168,5,3094.37,0,Champions,2026-07-30 19:54:39
13772,35,5,1982.09,0,Champions,2026-07-30 19:54:39
13773,31,2,301.54,2,Occasional / Low-value,2026-07-30 19:54:39
13775,225,1,1049.66,1,Lost / Lapsed,2026-07-30 19:54:39
13776,63,2,623.98,2,Occasional / Low-value,2026-07-30 19:54:39
13777,1,37,30501.26,0,Champions,2026-07-30 19:54:39
13778,126,3,945.79,2,Occasional / Low-value,2026-07-30 19:54:39
13779,150,1,161.13,1,Lost / Lapsed,2026-07-30 19:54:39
13780,42,1,375.81,2,Occasional / Low-value,2026-07-30 19:54:39
13781,227,2,650.99,1,Lost / Lapsed,2026-07-30 19:54:39
13782,88,7,881.72,0,Champions,2026-07-30 19:54:39
13783,122,4,1542.09,0,Champions,2026-07-30 19:54:39
13784,69,3,447.44,2,Occasional / Low-value,2026-07-30 19:54:39
13785,63,4,542.49,2,Occasional / Low-value,2026-07-30 19:54:39
13786,2,6,3128.54,0,Champions,2026-07-30 19:54:39
13787,93,4,913.46,2,Occasional / Low-value,2026-07-30 19:54:39
13788,140,1,3.75,1,Lost / Lapsed,2026-07-30 19:54:39
13789,23,1,239.46,2,Occasional / Low-value,2026-07-30 19:54:39
13792,57,1,188.4,2,Occasional / Low-value,2026-07-30 19:54:39
13793,281,1,96.0,1,Lost / Lapsed,2026-07-30 19:54:39
13794,181,1,126.03,1,Lost / Lapsed,2026-07-30 19:54:39
13795,23,4,836.3,2,Occasional / Low-value,2026-07-30 19:54:39
13796,134,1,289.7,2,Occasional / Low-value,2026-07-30 19:54:39
13797,71,3,1179.45,2,Occasional / Low-value,2026-07-30 19:54:39
13798,7,54,38683.02,0,Champions,2026-07-30 19:54:39
13799,79,7,2114.71,0,Champions,2026-07-30 19:54:39
13800,65,2,1121.24,2,Occasional / Low-value,2026-07-30 19:54:39
13802,9,16,21659.69,0,Champions,2026-07-30 19:54:39
13803,66,2,1061.84,2,Occasional / Low-value,2026-07-30 19:54:39
13804,70,2,572.73,2,Occasional / Low-value,2026-07-30 19:54:39
13807,2,3,422.2,2,Occasional / Low-value,2026-07-30 19:54:39
13809,29,2,524.65,2,Occasional / Low-value,2026-07-30 19:54:39
13813,162,4,1398.61,2,Occasional / Low-value,2026-07-30 19:54:39
13814,162,1,678.2,1,Lost / Lapsed,2026-07-30 19:54:39
13815,41,4,3448.38,0,Champions,2026-07-30 19:54:39
13818,64,1,61.28,2,Occasional / Low-value,2026-07-30 19:54:39
13819,304,3,1502.0,1,Lost / Lapsed,2026-07-30 19:54:39
13820,53,3,660.65,2,Occasional / Low-value,2026-07-30 19:54:39
13821,28,4,1025.09,2,Occasional / Low-value,2026-07-30 19:54:39
13823,15,5,2445.79,0,Champions,2026-07-30 19:54:39
13824,14,7,1615.82,0,Champions,2026-07-30 19:54:39
13825,256,2,255.59,1,Lost / Lapsed,2026-07-30 19:54:39
13829,56,1,102.0,2,Occasional / Low-value,2026-07-30 19:54:39
13830,216,1,156.85,1,Lost / Lapsed,2026-07-30 19:54:39
13831,4,13,4820.59,0,Champions,2026-07-30 19:54:39
13832,57,1,561.49,2,Occasional / Low-value,2026-07-30 19:54:39
13833,39,1,316.56,2,Occasional / Low-value,2026-07-30 19:54:39
13834,211,2,324.19,1,Lost / Lapsed,2026-07-30 19:54:39
13835,154,3,260.7,2,Occasional / Low-value,2026-07-30 19:54:39
13836,34,2,620.37,2,Occasional / Low-value,2026-07-30 19:54:39
13838,4,7,1274.36,0,Champions,2026-07-30 19:54:39
13839,121,1,139.95,2,Occasional / Low-value,2026-07-30 19:54:39
13840,51,1,651.4,2,Occasional / Low-value,2026-07-30 19:54:39
13842,1,10,2244.29,0,Champions,2026-07-30 19:54:39
13843,16,1,319.75,2,Occasional / Low-value,2026-07-30 19:54:39
13846,34,1,442.73,2,Occasional / Low-value,2026-07-30 19:54:39
13847,354,1,310.72,1,Lost / Lapsed,2026-07-30 19:54:39
13848,1,6,2080.0,0,Champions,2026-07-30 19:54:39
13849,32,3,1931.35,0,Champions,2026-07-30 19:54:39
13851,14,5,1955.0,0,Champions,2026-07-30 19:54:39
13852,245,1,187.35,1,Lost / Lapsed,2026-07-30 19:54:39
13854,0,15,4144.44,0,Champions,2026-07-30 19:54:39
13855,135,4,1310.34,2,Occasional / Low-value,2026-07-30 19:54:39
13856,98,8,753.53,0,Champions,2026-07-30 19:54:39
13857,28,6,1001.01,0,Champions,2026-07-30 19:54:39
13859,164,1,314.7,1,Lost / Lapsed,2026-07-30 19:54:39
13861,64,2,273.26,2,Occasional / Low-value,2026-07-30 19:54:39
13862,24,1,346.73,2,Occasional / Low-value,2026-07-30 19:54:39
13863,100,3,933.77,2,Occasional / Low-value,2026-07-30 19:54:39
13864,21,1,662.4,2,Occasional / Low-value,2026-07-30 19:54:39
13869,16,6,5006.62,0,Champions,2026-07-30 19:54:39
13870,22,7,2941.14,0,Champions,2026-07-30 19:54:39
13871,63,4,1482.6,0,Champions,2026-07-30 19:54:39
13872,162,3,919.57,2,Occasional / Low-value,2026-07-30 19:54:39
13873,18,5,649.32,2,Occasional / Low-value,2026-07-30 19:54:39
13874,139,6,1508.7,0,Champions,2026-07-30 19:54:39
13875,22,9,3027.58,0,Champions,2026-07-30 19:54:39
13877,105,2,332.44,2,Occasional / Low-value,2026-07-30 19:54:39
13878,182,3,1191.53,1,Lost / Lapsed,2026-07-30 19:54:39
13879,280,1,395.5,1,Lost / Lapsed,2026-07-30 19:54:39
13880,2,5,1171.89,0,Champions,2026-07-30 19:54:39
13881,10,23,28019.58,0,Champions,2026-07-30 19:54:39
13883,38,10,3885.54,0,Champions,2026-07-30 19:54:39
13884,11,5,1100.88,0,Champions,2026-07-30 19:54:39
13888,39,5,1563.42,0,Champions,2026-07-30 19:54:39
13889,17,5,1574.33,0,Champions,2026-07-30 19:54:39
13890,9,4,1043.57,2,Occasional / Low-value,2026-07-30 19:54:39
13891,13,3,863.56,2,Occasional / Low-value,2026-07-30 19:54:39
13892,112,2,634.68,2,Occasional / Low-value,2026-07-30 19:54:39
13895,150,2,1415.45,2,Occasional / Low-value,2026-07-30 19:54:39
13896,260,1,388.55,1,Lost / Lapsed,2026-07-30 19:54:39
13897,73,2,849.56,2,Occasional / Low-value,2026-07-30 19:54:39
13898,46,1,530.47,2,Occasional / Low-value,2026-07-30 19:54:39
13900,24,3,869.64,2,Occasional / Low-value,2026-07-30 19:54:39
13901,9,10,2809.14,0,Champions,2026-07-30 19:54:39
13902,267,5,34095.26,0,Champions,2026-07-30 19:54:39
13903,35,1,165.45,2,Occasional / Low-value,2026-07-30 19:54:39
13905,367,1,312.65,1,Lost / Lapsed,2026-07-30 19:54:39
13906,44,1,42.0,2,Occasional / Low-value,2026-07-30 19:54:39
13907,326,1,136.8,1,Lost / Lapsed,2026-07-30 19:54:39
13909,58,2,286.6,2,Occasional / Low-value,2026-07-30 19:54:39
13911,14,11,1654.08,0,Champions,2026-07-30 19:54:39
13912,58,1,124.95,2,Occasional / Low-value,2026-07-30 19:54:39
13913,141,1,42.22,1,Lost / Lapsed,2026-07-30 19:54:39
13915,29,1,70.8,2,Occasional / Low-value,2026-07-30 19:54:39
13916,98,4,1275.81,2,Occasional / Low-value,2026-07-30 19:54:39
13919,59,2,975.87,2,Occasional / Low-value,2026-07-30 19:54:39
13920,66,4,1774.68,0,Champions,2026-07-30 19:54:39
13921,37,4,730.7,2,Occasional / Low-value,2026-07-30 19:54:39
13922,72,2,692.95,2,Occasional / Low-value,2026-07-30 19:54:39
13927,72,1,359.27,2,Occasional / Low-value,2026-07-30 19:54:39
13929,51,9,2651.45,0,Champions,2026-07-30 19:54:39
13931,27,9,4019.85,0,Champions,2026-07-30 19:54:39
13935,231,3,6116.92,0,Champions,2026-07-30 19:54:39
13936,17,2,563.08,2,Occasional / Low-value,2026-07-30 19:54:39
13937,37,1,721.28,2,Occasional / Low-value,2026-07-30 19:54:39
13939,66,4,992.41,2,Occasional / Low-value,2026-07-30 19:54:39
13941,7,11,6009.34,0,Champions,2026-07-30 19:54:39
13942,169,1,320.0,1,Lost / Lapsed,2026-07-30 19:54:39
13943,212,1,246.54,1,Lost / Lapsed,2026-07-30 19:54:39
13944,288,1,200.43,1,Lost / Lapsed,2026-07-30 19:54:39
13945,29,2,854.15,2,Occasional / Low-value,2026-07-30 19:54:39
13946,11,3,1314.66,2,Occasional / Low-value,2026-07-30 19:54:39
13948,46,3,446.76,2,Occasional / Low-value,2026-07-30 19:54:39
13952,15,12,9572.45,0,Champions,2026-07-30 19:54:39
13953,44,5,3125.0,0,Champions,2026-07-30 19:54:39
13955,10,1,222.21,2,Occasional / Low-value,2026-07-30 19:54:39
13957,52,3,458.25,2,Occasional / Low-value,2026-07-30 19:54:39
13958,14,8,4709.23,0,Champions,2026-07-30 19:54:39
13959,34,3,477.98,2,Occasional / Low-value,2026-07-30 19:54:39
13961,27,1,538.4,2,Occasional / Low-value,2026-07-30 19:54:39
13962,70,1,193.25,2,Occasional / Low-value,2026-07-30 19:54:39
13963,2,14,2347.33,0,Champions,2026-07-30 19:54:39
13964,22,2,438.9,2,Occasional / Low-value,2026-07-30 19:54:39
13965,111,3,996.61,2,Occasional / Low-value,2026-07-30 19:54:39
13966,70,1,390.86,2,Occasional / Low-value,2026-07-30 19:54:39
13967,31,1,85.6,2,Occasional / Low-value,2026-07-30 19:54:39
13968,58,1,123.66,2,Occasional / Low-value,2026-07-30 19:54:39
13969,0,18,4311.93,0,Champions,2026-07-30 19:54:39
13970,21,2,846.55,2,Occasional / Low-value,2026-07-30 19:54:39
13971,58,6,1909.31,0,Champions,2026-07-30 19:54:39
13974,217,1,264.13,1,Lost / Lapsed,2026-07-30 19:54:39
13975,28,6,2832.56,0,Champions,2026-07-30 19:54:39
13976,141,3,834.38,2,Occasional / Low-value,2026-07-30 19:54:39
13977,46,1,519.81,2,Occasional / Low-value,2026-07-30 19:54:39
13979,28,6,2546.36,0,Champions,2026-07-30 19:54:39
13980,74,4,599.78,2,Occasional / Low-value,2026-07-30 19:54:39
13981,50,1,331.14,2,Occasional / Low-value,2026-07-30 19:54:39
13982,0,6,2573.78,0,Champions,2026-07-30 19:54:39
13983,1,10,4505.02,0,Champions,2026-07-30 19:54:39
13984,1,8,1128.09,0,Champions,2026-07-30 19:54:39
13985,9,7,2960.73,0,Champions,2026-07-30 19:54:39
13987,14,2,682.54,2,Occasional / Low-value,2026-07-30 19:54:39
13988,18,2,609.84,2,Occasional / Low-value,2026-07-30 19:54:39
13989,99,3,759.98,2,Occasional / Low-value,2026-07-30 19:54:39
13992,15,2,142.7,2,Occasional / Low-value,2026-07-30 19:54:39
13993,14,10,3309.35,0,Champions,2026-07-30 19:54:39
13995,14,9,2508.32,0,Champions,2026-07-30 19:54:39
13996,21,2,895.76,2,Occasional / Low-value,2026-07-30 19:54:39
13997,154,3,382.31,2,Occasional / Low-value,2026-07-30 19:54:39
13998,81,3,566.7,2,Occasional / Low-value,2026-07-30 19:54:39
13999,9,17,5600.45,0,Champions,2026-07-30 19:54:39
14000,49,4,1410.68,0,Champions,2026-07-30 19:54:39
14001,8,7,2487.01,0,Champions,2026-07-30 19:54:39
14003,367,1,209.41,1,Lost / Lapsed,2026-07-30 19:54:39
14004,28,4,1675.81,0,Champions,2026-07-30 19:54:39
14006,163,4,1234.48,2,Occasional / Low-value,2026-07-30 19:54:39
14007,147,1,79.48,1,Lost / Lapsed,2026-07-30 19:54:39
14008,67,1,509.04,2,Occasional / Low-value,2026-07-30 19:54:39
14009,97,1,404.3,2,Occasional / Low-value,2026-07-30 19:54:39
14010,200,2,445.15,1,Lost / Lapsed,2026-07-30 19:54:39
14011,115,2,457.82,2,Occasional / Low-value,2026-07-30 19:54:39
14013,15,2,611.55,2,Occasional / Low-value,2026-07-30 19:54:39
14014,11,2,1443.03,2,Occasional / Low-value,2026-07-30 19:54:39
14016,31,7,7062.2,0,Champions,2026-07-30 19:54:39
14017,206,1,229.75,1,Lost / Lapsed,2026-07-30 19:54:39
14018,280,1,367.15,1,Lost / Lapsed,2026-07-30 19:54:39
14020,111,2,606.21,2,Occasional / Low-value,2026-07-30 19:54:39
14021,9,4,1084.68,2,Occasional / Low-value,2026-07-30 19:54:39
14022,121,1,352.15,2,Occasional / Low-value,2026-07-30 19:54:39
14024,25,1,318.04,2,Occasional / Low-value,2026-07-30 19:54:39
14025,99,8,4057.9,0,Champions,2026-07-30 19:54:39
14026,105,2,713.11,2,Occasional / Low-value,2026-07-30 19:54:39
14028,185,3,10396.5,0,Champions,2026-07-30 19:54:39
14030,1,14,5902.2,0,Champions,2026-07-30 19:54:39
14031,0,27,23712.31,0,Champions,2026-07-30 19:54:39
14032,1,6,1874.68,0,Champions,2026-07-30 19:54:39
14033,190,1,109.44,1,Lost / Lapsed,2026-07-30 19:54:39
14035,41,4,1428.7,0,Champions,2026-07-30 19:54:39
14037,113,4,689.75,2,Occasional / Low-value,2026-07-30 19:54:39
14038,32,2,1509.5,2,Occasional / Low-value,2026-07-30 19:54:39
14039,210,1,115.08,1,Lost / Lapsed,2026-07-30 19:54:39
14040,21,23,9030.65,0,Champions,2026-07-30 19:54:39
14042,360,1,431.98,1,Lost / Lapsed,2026-07-30 19:54:39
14043,126,2,304.25,2,Occasional / Low-value,2026-07-30 19:54:39
14044,53,6,2470.28,0,Champions,2026-07-30 19:54:39
14045,8,13,9653.28,0,Champions,2026-07-30 19:54:39
14047,7,10,2946.42,0,Champions,2026-07-30 19:54:39
14048,17,2,338.76,2,Occasional / Low-value,2026-07-30 19:54:39
14049,22,9,7557.31,0,Champions,2026-07-30 19:54:39
14051,1,15,6823.61,0,Champions,2026-07-30 19:54:39
14052,25,1,255.45,2,Occasional / Low-value,2026-07-30 19:54:39
14053,32,2,312.05,2,Occasional / Low-value,2026-07-30 19:54:39
14055,212,2,795.32,1,Lost / Lapsed,2026-07-30 19:54:39
14057,16,5,2190.88,0,Champions,2026-07-30 19:54:39
14058,97,2,469.19,2,Occasional / Low-value,2026-07-30 19:54:39
14060,1,13,3378.66,0,Champions,2026-07-30 19:54:39
14061,142,3,917.43,2,Occasional / Low-value,2026-07-30 19:54:39
14062,9,12,15139.35,0,Champions,2026-07-30 19:54:39
14063,73,9,22710.2,0,Champions,2026-07-30 19:54:39
14064,65,10,1978.68,0,Champions,2026-07-30 19:54:39
14065,24,3,891.02,2,Occasional / Low-value,2026-07-30 19:54:39
14068,238,3,1262.52,1,Lost / Lapsed,2026-07-30 19:54:39
14069,149,2,230.06,1,Lost / Lapsed,2026-07-30 19:54:39
14070,319,1,326.55,1,Lost / Lapsed,2026-07-30 19:54:39
14072,301,1,390.85,1,Lost / Lapsed,2026-07-30 19:54:39
14074,258,1,219.4,1,Lost / Lapsed,2026-07-30 19:54:39
14075,38,3,792.61,2,Occasional / Low-value,2026-07-30 19:54:39
14077,30,1,115.66,2,Occasional / Low-value,2026-07-30 19:54:39
14078,8,4,643.26,2,Occasional / Low-value,2026-07-30 19:54:39
14079,317,1,243.63,1,Lost / Lapsed,2026-07-30 19:54:39
14080,48,4,1070.08,2,Occasional / Low-value,2026-07-30 19:54:39
14081,4,9,4435.58,0,Champions,2026-07-30 19:54:39
14082,27,1,231.11,2,Occasional / Low-value,2026-07-30 19:54:39
14083,6,3,388.83,2,Occasional / Low-value,2026-07-30 19:54:39
14084,147,1,150.5,1,Lost / Lapsed,2026-07-30 19:54:39
14085,3,16,5656.43,0,Champions,2026-07-30 19:54:39
14086,97,1,39.95,2,Occasional / Low-value,2026-07-30 19:54:39
14087,39,2,651.8,2,Occasional / Low-value,2026-07-30 19:54:39
14088,41,3,13544.99,0,Champions,2026-07-30 19:54:39
14091,289,2,9530.08,1,Lost / Lapsed,2026-07-30 19:54:39
14092,9,10,3152.54,0,Champions,2026-07-30 19:54:39
14094,74,1,335.22,2,Occasional / Low-value,2026-07-30 19:54:39
14095,357,1,2.95,1,Lost / Lapsed,2026-07-30 19:54:39
14097,116,2,422.86,2,Occasional / Low-value,2026-07-30 19:54:39
14099,10,9,2661.54,0,Champions,2026-07-30 19:54:39
14101,23,7,3985.14,0,Champions,2026-07-30 19:54:39
14104,24,3,555.37,2,Occasional / Low-value,2026-07-30 19:54:39
14105,43,4,4722.6,0,Champions,2026-07-30 19:54:39
14106,372,1,214.8,1,Lost / Lapsed,2026-07-30 19:54:39
14107,83,4,2174.07,0,Champions,2026-07-30 19:54:39
14108,366,2,447.05,1,Lost / Lapsed,2026-07-30 19:54:39
14110,70,21,7304.8,0,Champions,2026-07-30 19:54:39
14112,86,6,2919.44,0,Champions,2026-07-30 19:54:39
14113,10,12,5252.19,0,Champions,2026-07-30 19:54:39
14114,30,5,977.56,0,Champions,2026-07-30 19:54:39
14115,136,2,622.67,2,Occasional / Low-value,2026-07-30 19:54:39
14118,63,1,458.45,2,Occasional / Low-value,2026-07-30 19:54:39
14119,10,2,183.37,2,Occasional / Low-value,2026-07-30 19:54:39
14122,41,3,362.42,2,Occasional / Low-value,2026-07-30 19:54:39
14123,368,1,436.18,1,Lost / Lapsed,2026-07-30 19:54:39
14126,79,1,466.33,2,Occasional / Low-value,2026-07-30 19:54:39
14127,15,3,1190.37,2,Occasional / Low-value,2026-07-30 19:54:39
14128,186,1,286.71,1,Lost / Lapsed,2026-07-30 19:54:39
14129,34,4,1467.48,0,Champions,2026-07-30 19:54:39
14130,10,3,1398.81,2,Occasional / Low-value,2026-07-30 19:54:39
14131,283,1,187.87,1,Lost / Lapsed,2026-07-30 19:54:39
14133,368,1,305.5,1,Lost / Lapsed,2026-07-30 19:54:39
14134,17,15,11123.35,0,Champions,2026-07-30 19:54:39
14135,2,11,4953.61,0,Champions,2026-07-30 19:54:39
14136,35,5,1570.81,0,Champions,2026-07-30 19:54:39
14137,330,1,332.7,1,Lost / Lapsed,2026-07-30 19:54:39
14139,125,3,670.98,2,Occasional / Low-value,2026-07-30 19:54:39
14142,8,2,671.34,2,Occasional / Low-value,2026-07-30 19:54:39
14144,121,1,30.6,1,Lost / Lapsed,2026-07-30 19:54:39
14145,94,3,3857.85,0,Champions,2026-07-30 19:54:39
14146,18,7,5259.3,0,Champions,2026-07-30 19:54:39
14147,23,7,2106.8,0,Champions,2026-07-30 19:54:39
14148,49,1,309.09,2,Occasional / Low-value,2026-07-30 19:54:39
14151,308,2,679.45,1,Lost / Lapsed,2026-07-30 19:54:39
14152,22,5,1376.05,0,Champions,2026-07-30 19:54:39
14153,118,1,233.4,2,Occasional / Low-value,2026-07-30 19:54:39
14154,16,6,5115.08,0,Champions,2026-07-30 19:54:39
14156,6,102,196566.74,0,Champions,2026-07-30 19:54:39
14157,24,3,569.9,2,Occasional / Low-value,2026-07-30 19:54:39
14159,14,9,3245.0,0,Champions,2026-07-30 19:54:39
14160,245,7,8421.47,0,Champions,2026-07-30 19:54:39
14161,4,5,2208.36,0,Champions,2026-07-30 19:54:39
14163,97,1,148.71,2,Occasional / Low-value,2026-07-30 19:54:39
14166,140,2,256.85,2,Occasional / Low-value,2026-07-30 19:54:39
14167,99,4,721.65,2,Occasional / Low-value,2026-07-30 19:54:39
14168,55,2,370.45,2,Occasional / Low-value,2026-07-30 19:54:39
14169,65,2,624.43,2,Occasional / Low-value,2026-07-30 19:54:39
14170,10,3,597.33,2,Occasional / Low-value,2026-07-30 19:54:39
14171,365,1,135.0,1,Lost / Lapsed,2026-07-30 19:54:39
14172,240,3,402.72,1,Lost / Lapsed,2026-07-30 19:54:39
14173,276,2,135.16,1,Lost / Lapsed,2026-07-30 19:54:39
14175,53,5,4456.58,0,Champions,2026-07-30 19:54:39
14176,2,2,339.11,2,Occasional / Low-value,2026-07-30 19:54:39
14177,16,9,1669.93,0,Champions,2026-07-30 19:54:39
14180,7,9,1570.73,0,Champions,2026-07-30 19:54:39
14181,45,2,310.55,2,Occasional / Low-value,2026-07-30 19:54:39
14182,78,4,678.77,2,Occasional / Low-value,2026-07-30 19:54:39
14183,46,2,286.29,2,Occasional / Low-value,2026-07-30 19:54:39
14186,62,5,1550.63,0,Champions,2026-07-30 19:54:39
14187,108,1,123.5,2,Occasional / Low-value,2026-07-30 19:54:39
14189,3,2,1160.31,2,Occasional / Low-value,2026-07-30 19:54:39
14190,301,1,79.9,1,Lost / Lapsed,2026-07-30 19:54:39
14191,29,2,132.9,2,Occasional / Low-value,2026-07-30 19:54:39
14192,23,1,293.74,2,Occasional / Low-value,2026-07-30 19:54:39
14193,31,1,356.8,2,Occasional / Low-value,2026-07-30 19:54:39
14194,27,15,7321.07,0,Champions,2026-07-30 19:54:39
14195,74,4,1603.6,0,Champions,2026-07-30 19:54:39
14197,45,1,390.05,2,Occasional / Low-value,2026-07-30 19:54:39
14198,35,5,868.33,0,Champions,2026-07-30 19:54:39
14199,58,3,906.3,2,Occasional / Low-value,2026-07-30 19:54:39
14200,252,1,379.2,1,Lost / Lapsed,2026-07-30 19:54:39
14201,44,3,446.1,2,Occasional / Low-value,2026-07-30 19:54:39
14202,16,3,847.76,2,Occasional / Low-value,2026-07-30 19:54:39
14203,32,1,339.34,2,Occasional / Low-value,2026-07-30 19:54:39
14204,57,3,901.93,2,Occasional / Low-value,2026-07-30 19:54:39
14205,29,7,1947.5,0,Champions,2026-07-30 19:54:39
14206,23,2,856.85,2,Occasional / Low-value,2026-07-30 19:54:39
14207,322,1,157.8,1,Lost / Lapsed,2026-07-30 19:54:39
14208,186,1,415.31,1,Lost / Lapsed,2026-07-30 19:54:39
14209,20,9,2919.84,0,Champions,2026-07-30 19:54:39
14210,6,11,3955.68,0,Champions,2026-07-30 19:54:39
14211,46,9,2161.19,0,Champions,2026-07-30 19:54:39
14212,80,1,1119.66,2,Occasional / Low-value,2026-07-30 19:54:39
14213,39,1,1192.2,2,Occasional / Low-value,2026-07-30 19:54:39
14215,3,4,1626.61,0,Champions,2026-07-30 19:54:39
14216,49,1,310.74,2,Occasional / Low-value,2026-07-30 19:54:39
14217,1,7,1411.91,0,Champions,2026-07-30 19:54:39
14219,44,2,543.89,2,Occasional / Low-value,2026-07-30 19:54:39
14220,202,2,882.6,1,Lost / Lapsed,2026-07-30 19:54:39
14221,84,8,3084.69,0,Champions,2026-07-30 19:54:39
14224,25,5,847.78,0,Champions,2026-07-30 19:54:39
14225,69,4,2037.02,0,Champions,2026-07-30 19:54:39
14226,76,1,770.34,2,Occasional / Low-value,2026-07-30 19:54:39
14227,49,5,3017.75,0,Champions,2026-07-30 19:54:39
14228,72,3,745.5,2,Occasional / Low-value,2026-07-30 19:54:39
14229,38,4,1046.84,2,Occasional / Low-value,2026-07-30 19:54:39
14230,70,3,979.8,2,Occasional / Low-value,2026-07-30 19:54:39
14231,85,1,309.91,2,Occasional / Low-value,2026-07-30 19:54:39
14233,100,3,1441.55,2,Occasional / Low-value,2026-07-30 19:54:39
14235,133,4,1573.13,0,Champions,2026-07-30 19:54:39
14236,7,4,1253.78,0,Champions,2026-07-30 19:54:39
14237,8,2,471.14,2,Occasional / Low-value,2026-07-30 19:54:39
14238,297,2,287.38,1,Lost / Lapsed,2026-07-30 19:54:39
14239,66,10,1882.32,0,Champions,2026-07-30 19:54:39
14240,58,1,357.15,2,Occasional / Low-value,2026-07-30 19:54:39
14241,331,1,120.0,1,Lost / Lapsed,2026-07-30 19:54:39
14243,0,8,4842.28,0,Champions,2026-07-30 19:54:39
14244,295,1,366.42,1,Lost / Lapsed,2026-07-30 19:54:39
14247,39,4,635.89,2,Occasional / Low-value,2026-07-30 19:54:39
14248,94,2,730.37,2,Occasional / Low-value,2026-07-30 19:54:39
14249,45,12,5625.46,0,Champions,2026-07-30 19:54:39
14252,16,1,350.99,2,Occasional / Low-value,2026-07-30 19:54:39
14253,128,2,363.4,2,Occasional / Low-value,2026-07-30 19:54:39
14254,67,1,601.03,2,Occasional / Low-value,2026-07-30 19:54:39
14255,181,1,1000.63,1,Lost / Lapsed,2026-07-30 19:54:39
14256,126,3,1504.93,2,Occasional / Low-value,2026-07-30 19:54:39
14257,15,4,2854.73,0,Champions,2026-07-30 19:54:39
14258,30,16,19381.36,0,Champions,2026-07-30 19:54:39
14260,106,3,824.28,2,Occasional / Low-value,2026-07-30 19:54:39
14263,58,1,322.93,2,Occasional / Low-value,2026-07-30 19:54:39
14264,14,4,1183.39,0,Champions,2026-07-30 19:54:39
14265,99,2,843.17,2,Occasional / Low-value,2026-07-30 19:54:39
14266,63,1,40.56,2,Occasional / Low-value,2026-07-30 19:54:39
14268,105,1,354.85,2,Occasional / Low-value,2026-07-30 19:54:39
14269,74,1,295.73,2,Occasional / Low-value,2026-07-30 19:54:39
14271,44,1,106.81,2,Occasional / Low-value,2026-07-30 19:54:39
14272,197,2,482.85,1,Lost / Lapsed,2026-07-30 19:54:39
14274,321,1,256.6,1,Lost / Lapsed,2026-07-30 19:54:39
14275,30,6,1189.38,0,Champions,2026-07-30 19:54:39
