transaction_id,invoice_no,customer_id,country,quantity,unit_price,total_value,invoice_date,anomaly_score,is_anomaly
229568,511556,17511,United Kingdom,128,10.95,1401.6,2010-06-09 10:02:00,0.044336,1
354954,523921,14646,Netherlands,288,0.72,207.36,2010-09-24 16:19:00,0.044305,1
354984,523921,14646,Netherlands,288,0.72,207.36,2010-09-24 16:19:00,0.044305,1
355094,523929,14646,Netherlands,288,0.72,207.36,2010-09-24 16:50:00,0.044305,1
195730,508096,12931,United Kingdom,144,4.25,612.0,2010-05-13 08:59:00,0.04429,1
367652,525008,12557,Spain,216,3.39,732.24,2010-10-03 10:50:00,0.044283,1
367653,525008,12557,Spain,216,3.39,732.24,2010-10-03 10:50:00,0.044283,1
142315,502883,16754,United Kingdom,816,1.85,1509.6,2010-03-29 10:44:00,0.044271,1
135024,502267,17940,United Kingdom,1000,0.5,500.0,2010-03-23 15:35:00,0.04425,1
135025,502267,17940,United Kingdom,1000,0.5,500.0,2010-03-23 15:35:00,0.04425,1
135026,502267,17940,United Kingdom,1000,0.5,500.0,2010-03-23 15:35:00,0.04425,1
379881,525970,13694,United Kingdom,160,2.75,440.0,2010-10-08 10:21:00,0.044223,1
327501,521361,17858,United Kingdom,10,30.0,300.0,2010-09-03 17:23:00,0.044218,1
494288,535661,13069,United Kingdom,1440,0.17,244.8,2010-11-28 11:33:00,0.044182,1
251713,513649,14646,Netherlands,64,8.5,544.0,2010-06-28 08:34:00,0.044162,1
251714,513649,14646,Netherlands,64,8.5,544.0,2010-06-28 08:34:00,0.044162,1
273494,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273495,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273496,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273497,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273498,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273499,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273500,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273502,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273503,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273504,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273505,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273506,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273507,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273508,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273509,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
273510,515944,18102,United Kingdom,300,4.58,1374.0,2010-07-15 15:29:00,0.044137,1
99530,498756,12980,United Kingdom,20,34.95,699.0,2010-02-22 16:48:00,0.044111,1
76829,496355,16684,United Kingdom,432,1.69,730.08,2010-02-01 09:55:00,0.044095,1
446557,531866,18102,United Kingdom,408,6.38,2603.04,2010-11-10 11:28:00,0.044071,1
135027,502267,17940,United Kingdom,800,0.5,400.0,2010-03-23 15:35:00,0.04402,1
65311,495228,14646,Netherlands,160,1.45,232.0,2010-01-22 08:28:00,0.043978,1
358748,524174,13687,United Kingdom,720,0.33,237.6,2010-09-27 16:30:00,0.043949,1
292588,517905,17553,United Kingdom,600,1.25,750.0,2010-08-03 09:44:00,0.043919,1
322000,520736,18102,United Kingdom,432,2.3,993.6,2010-08-31 09:31:00,0.043874,1
322001,520736,18102,United Kingdom,432,2.3,993.6,2010-08-31 09:31:00,0.043874,1
301274,518735,18102,United Kingdom,327,6.86,2243.22,2010-08-11 11:58:00,0.043869,1
281375,516775,15061,United Kingdom,300,0.34,102.0,2010-07-22 19:23:00,0.043856,1
324958,521097,12589,France,1,1055.75,1055.75,2010-09-02 10:37:00,0.043847,1
197618,508378,17414,United Kingdom,408,0.52,212.16,2010-05-14 13:51:00,0.043809,1
358718,524167,13448,United Kingdom,1,359.71,359.71,2010-09-27 16:24:00,0.043799,1
298939,518505,14277,France,1248,0.25,312.0,2010-08-09 13:10:00,0.043738,1
203867,509037,13953,United Kingdom,800,1.25,1000.0,2010-05-20 09:39:00,0.043729,1
47516,493819,14156,EIRE,200,9.95,1990.0,2010-01-07 12:34:00,0.043704,1
39437,492724,14646,Netherlands,288,1.25,360.0,2009-12-18 10:59:00,0.0437,1
379886,525970,13694,United Kingdom,288,1.25,360.0,2010-10-08 10:21:00,0.0437,1
380106,525978,16568,United Kingdom,288,1.25,360.0,2010-10-08 10:54:00,0.0437,1
298932,518505,14277,France,2112,0.13,274.56,2010-08-09 13:10:00,0.043542,1
445797,531837,13777,United Kingdom,168,2.55,428.4,2010-11-10 08:56:00,0.04351,1
488229,535104,16684,United Kingdom,432,4.25,1836.0,2010-11-25 11:04:00,0.043463,1
290256,517646,18102,United Kingdom,198,3.67,726.66,2010-07-30 13:36:00,0.043426,1
90859,497946,13902,Denmark,3312,0.3,993.6,2010-02-15 11:57:00,0.043416,1
358773,524174,13687,United Kingdom,3744,0.05,187.2,2010-09-27 16:30:00,0.043375,1
39438,492724,14646,Netherlands,288,1.27,365.76,2009-12-18 10:59:00,0.043357,1
39439,492724,14646,Netherlands,288,1.27,365.76,2009-12-18 10:59:00,0.043357,1
39440,492724,14646,Netherlands,288,1.27,365.76,2009-12-18 10:59:00,0.043357,1
251760,513653,16754,United Kingdom,432,1.45,626.4,2010-06-28 09:55:00,0.043354,1
251766,513653,16754,United Kingdom,432,1.45,626.4,2010-06-28 09:55:00,0.043354,1
355101,523929,14646,Netherlands,240,1.45,348.0,2010-09-24 16:50:00,0.043294,1
432178,530715,15838,United Kingdom,6336,0.19,1203.84,2010-11-04 11:36:00,0.043281,1
390760,526934,18102,United Kingdom,204,5.37,1095.48,2010-10-14 09:46:00,0.043276,1
154989,504132,17133,United Kingdom,720,0.55,396.0,2010-04-11 11:22:00,0.043225,1
214986,510204,16754,United Kingdom,192,0.65,124.8,2010-05-28 07:51:00,0.04321,1
214992,510204,16754,United Kingdom,192,0.65,124.8,2010-05-28 07:51:00,0.04321,1
187797,507233,14316,United Kingdom,288,0.21,60.48,2010-05-07 08:50:00,0.043164,1
187798,507233,14316,United Kingdom,288,0.21,60.48,2010-05-07 08:50:00,0.043164,1
142205,502876,17949,United Kingdom,600,1.85,1110.0,2010-03-29 10:25:00,0.043124,1
300818,518673,14646,Netherlands,576,0.72,414.72,2010-08-10 16:10:00,0.043067,1
251651,513647,14646,Netherlands,288,0.72,207.36,2010-06-28 08:28:00,0.043038,1
251680,513647,14646,Netherlands,288,0.72,207.36,2010-06-28 08:28:00,0.043038,1
394200,527271,15202,United Kingdom,1,2225.17,2225.17,2010-10-15 13:05:00,0.043022,1
326421,521211,17512,United Kingdom,288,0.55,158.4,2010-09-02 19:19:00,0.042992,1
214984,510204,16754,United Kingdom,192,0.64,122.88,2010-05-28 07:51:00,0.042981,1
214985,510204,16754,United Kingdom,192,0.64,122.88,2010-05-28 07:51:00,0.042981,1
214990,510204,16754,United Kingdom,192,0.64,122.88,2010-05-28 07:51:00,0.042981,1
214991,510204,16754,United Kingdom,192,0.64,122.88,2010-05-28 07:51:00,0.042981,1
71043,495758,14911,EIRE,1,274.2,274.2,2010-01-26 16:30:00,0.04296,1
7599,490059,18102,United Kingdom,600,3.0,1800.0,2009-12-03 13:30:00,0.04293,1
7600,490059,18102,United Kingdom,600,3.0,1800.0,2009-12-03 13:30:00,0.04293,1
7601,490059,18102,United Kingdom,576,3.0,1728.0,2009-12-03 13:30:00,0.04293,1
7602,490059,18102,United Kingdom,576,3.0,1728.0,2009-12-03 13:30:00,0.04293,1
7603,490059,18102,United Kingdom,576,3.0,1728.0,2009-12-03 13:30:00,0.04293,1
7606,490059,18102,United Kingdom,600,3.0,1800.0,2009-12-03 13:30:00,0.04293,1
7607,490059,18102,United Kingdom,600,3.0,1800.0,2009-12-03 13:30:00,0.04293,1
195715,508095,12931,United Kingdom,140,4.25,595.0,2010-05-13 08:57:00,0.042914,1
221255,510965,16754,United Kingdom,125,4.65,581.25,2010-06-04 11:37:00,0.042903,1
221256,510965,16754,United Kingdom,125,4.65,581.25,2010-06-04 11:37:00,0.042903,1
247489,513331,18102,United Kingdom,204,3.67,748.68,2010-06-23 17:35:00,0.042844,1
112930,500175,14156,EIRE,500,0.21,105.0,2010-03-05 10:20:00,0.042825,1
135014,502263,12918,United Kingdom,1,10953.5,10953.5,2010-03-23 15:22:00,0.042746,1
7303,490018,17940,United Kingdom,4320,0.25,1080.0,2009-12-03 12:31:00,0.042701,1
7304,490018,17940,United Kingdom,5184,0.25,1296.0,2009-12-03 12:31:00,0.042701,1
7605,490059,18102,United Kingdom,505,3.0,1515.0,2009-12-03 13:30:00,0.042701,1
3291,489675,13777,United Kingdom,240,4.6,1104.0,2009-12-02 09:47:00,0.042695,1
408816,528579,12931,United Kingdom,84,8.5,714.0,2010-10-22 13:18:00,0.042646,1
243053,512924,14156,EIRE,400,0.72,288.0,2010-06-20 10:47:00,0.042634,1
251674,513647,14646,Netherlands,216,1.45,313.2,2010-06-28 08:28:00,0.042624,1
251675,513647,14646,Netherlands,216,1.45,313.2,2010-06-28 08:28:00,0.042624,1
446552,531866,18102,United Kingdom,400,3.86,1544.0,2010-11-10 11:28:00,0.042618,1
437079,531204,17389,United Kingdom,204,2.1,428.4,2010-11-05 15:25:00,0.042581,1
47515,493819,14156,EIRE,144,10.95,1576.8,2010-01-07 12:34:00,0.042528,1
197426,508335,13694,United Kingdom,1200,0.1,120.0,2010-05-14 12:05:00,0.042496,1
437075,531204,17389,United Kingdom,54,8.5,459.0,2010-11-05 15:25:00,0.042494,1
135553,502333,16077,United Kingdom,288,5.45,1569.6,2010-03-24 10:42:00,0.042456,1
268429,515342,12980,United Kingdom,16,34.95,559.2,2010-07-12 09:07:00,0.042421,1
124126,501266,16754,United Kingdom,2016,0.18,362.88,2010-03-15 12:52:00,0.042418,1
39326,492710,17638,United Kingdom,168,1.95,327.6,2009-12-18 09:58:00,0.042361,1
219089,510667,15389,United Kingdom,1200,0.42,504.0,2010-06-02 15:01:00,0.042356,1
304334,519098,17949,United Kingdom,408,0.72,293.76,2010-08-13 11:51:00,0.042355,1
39453,492724,14646,Netherlands,288,1.06,305.28,2009-12-18 10:59:00,0.042299,1
122106,501049,14646,Netherlands,288,1.06,305.28,2010-03-12 10:41:00,0.042299,1
503809,536477,16210,United Kingdom,480,3.39,1627.2,2010-12-01 12:27:00,0.042275,1
90862,497946,13902,Denmark,1968,0.3,590.4,2010-02-15 11:57:00,0.04227,1
90866,497946,13902,Denmark,2880,0.3,864.0,2010-02-15 11:57:00,0.04227,1
208635,509472,18052,United Kingdom,2972,0.29,861.88,2010-05-24 11:11:00,0.04227,1
235467,512170,16308,United Kingdom,2000,0.32,640.0,2010-06-14 11:48:00,0.04227,1
286343,517253,18102,United Kingdom,204,5.95,1213.8,2010-07-27 15:45:00,0.042264,1
7305,490018,17940,United Kingdom,4008,0.25,1002.0,2009-12-03 12:31:00,0.042243,1
7306,490018,17940,United Kingdom,4008,0.25,1002.0,2009-12-03 12:31:00,0.042243,1
249673,513564,17050,United Kingdom,1,300.13,300.13,2010-06-25 14:15:00,0.042233,1
290301,517650,13015,United Kingdom,1,295.0,295.0,2010-07-30 14:00:00,0.042233,1
131424,501874,17133,United Kingdom,640,2.55,1632.0,2010-03-21 12:31:00,0.042188,1
255214,513990,16754,United Kingdom,125,4.65,581.25,2010-06-30 08:34:00,0.042149,1
255233,513992,16754,United Kingdom,125,4.65,581.25,2010-06-30 08:36:00,0.042149,1
416911,529199,17381,United Kingdom,1200,0.65,780.0,2010-10-27 09:31:00,0.042133,1
167668,505227,12482,Sweden,1,874.84,874.84,2010-04-21 10:33:00,0.042059,1
167669,505229,12482,Sweden,1,874.84,874.84,2010-04-21 10:34:00,0.042059,1
131421,501874,17133,United Kingdom,720,0.55,396.0,2010-03-21 12:31:00,0.042046,1
185750,507060,12422,Australia,1,662.25,662.25,2010-05-06 10:08:00,0.042014,1
298941,518505,14277,France,1200,0.25,300.0,2010-08-09 13:10:00,0.041939,1
446548,531866,18102,United Kingdom,400,3.88,1552.0,2010-11-10 11:28:00,0.041931,1
39464,492724,14646,Netherlands,432,0.25,108.0,2009-12-18 10:59:00,0.041917,1
65296,495228,14646,Netherlands,144,1.45,208.8,2010-01-22 08:28:00,0.041916,1
484412,534741,12908,United Kingdom,600,0.65,390.0,2010-11-24 09:29:00,0.041904,1
131357,501869,13848,United Kingdom,1000,0.32,320.0,2010-03-21 12:01:00,0.041892,1
175024,505981,18102,United Kingdom,160,6.38,1020.8,2010-04-27 09:30:00,0.041875,1
327040,521339,15769,United Kingdom,400,1.65,660.0,2010-09-03 12:52:00,0.041828,1
185751,507061,12422,Australia,1,396.2,396.2,2010-05-06 10:09:00,0.041785,1
90869,497946,13902,Denmark,1800,0.15,270.0,2010-02-15 11:57:00,0.041777,1
53254,494244,18102,United Kingdom,160,5.85,936.0,2010-01-12 16:02:00,0.041771,1
224694,511100,17416,United Kingdom,4,69.95,279.8,2010-06-07 08:37:00,0.041714,1
160571,504707,13734,United Kingdom,8,34.95,279.6,2010-04-16 08:42:00,0.041704,1
205492,509198,14156,EIRE,8,34.95,279.6,2010-05-21 08:21:00,0.041704,1
432174,530714,16754,United Kingdom,4320,0.18,777.6,2010-11-04 11:35:00,0.041679,1
296502,518250,14045,United Kingdom,100,8.5,850.0,2010-08-05 17:35:00,0.041667,1
247491,513331,18102,United Kingdom,324,2.3,745.2,2010-06-23 17:35:00,0.041659,1
161449,504851,15482,United Kingdom,32,10.95,350.4,2010-04-18 10:31:00,0.041655,1
367793,525011,14156,EIRE,32,10.95,350.4,2010-10-03 10:52:00,0.041655,1
188369,507273,14195,United Kingdom,392,0.85,333.2,2010-05-07 12:44:00,0.041635,1
284013,516964,16210,United Kingdom,192,3.39,650.88,2010-07-26 09:12:00,0.041613,1
251631,513647,14646,Netherlands,200,1.65,330.0,2010-06-28 08:28:00,0.041587,1
251686,513647,14646,Netherlands,200,1.65,330.0,2010-06-28 08:28:00,0.041587,1
184061,506891,14609,United Kingdom,720,0.16,115.2,2010-05-05 08:58:00,0.041553,1
343583,522929,15117,United Kingdom,500,0.32,160.0,2010-09-17 14:45:00,0.041547,1
418855,529350,17450,United Kingdom,320,2.55,816.0,2010-10-28 09:29:00,0.041501,1
418856,529350,17450,United Kingdom,320,2.55,816.0,2010-10-28 09:29:00,0.041501,1
418857,529350,17450,United Kingdom,320,2.55,816.0,2010-10-28 09:29:00,0.041501,1
349994,523391,16013,United Kingdom,72,4.25,306.0,2010-09-21 20:02:00,0.041462,1
349996,523391,16013,United Kingdom,72,4.25,306.0,2010-09-21 20:02:00,0.041462,1
446547,531866,18102,United Kingdom,102,12.89,1314.78,2010-11-10 11:28:00,0.041461,1
292750,517934,12748,United Kingdom,1,800.0,800.0,2010-08-03 10:52:00,0.041425,1
95377,498395,14646,Netherlands,480,2.55,1224.0,2010-02-18 15:13:00,0.041421,1
522088,537841,13848,United Kingdom,1000,0.32,320.0,2010-12-08 15:10:00,0.041412,1
53229,494243,18102,United Kingdom,100,10.0,1000.0,2010-01-12 15:57:00,0.041376,1
103815,499297,18102,United Kingdom,120,2.0,240.0,2010-02-25 20:16:00,0.041364,1
103816,499297,18102,United Kingdom,120,2.0,240.0,2010-02-25 20:16:00,0.041364,1
103828,499297,18102,United Kingdom,120,2.0,240.0,2010-02-25 20:16:00,0.041364,1
103829,499297,18102,United Kingdom,120,2.0,240.0,2010-02-25 20:16:00,0.041364,1
90860,497946,13902,Denmark,1344,0.25,336.0,2010-02-15 11:57:00,0.041286,1
472549,533952,12643,France,288,2.55,734.4,2010-11-19 12:42:00,0.041234,1
71060,495777,14156,EIRE,1,179.45,179.45,2010-01-26 17:05:00,0.041199,1
174857,505973,14465,United Kingdom,384,0.64,245.76,2010-04-26 17:16:00,0.041157,1
174858,505973,14465,United Kingdom,384,0.64,245.76,2010-04-26 17:16:00,0.041157,1
392310,527101,14956,United Kingdom,625,0.53,331.25,2010-10-14 16:40:00,0.04115,1
392311,527101,14956,United Kingdom,625,0.53,331.25,2010-10-14 16:40:00,0.04115,1
392312,527101,14956,United Kingdom,625,0.53,331.25,2010-10-14 16:40:00,0.04115,1
392313,527101,14956,United Kingdom,625,0.53,331.25,2010-10-14 16:40:00,0.04115,1
113130,500232,15769,United Kingdom,400,1.65,660.0,2010-03-05 11:22:00,0.041143,1
326845,521313,12939,United Kingdom,400,1.65,660.0,2010-09-03 11:55:00,0.041143,1
22199,491148,15061,United Kingdom,48,9.95,477.6,2009-12-10 07:43:00,0.041114,1
195717,508095,12931,United Kingdom,200,2.1,420.0,2010-05-13 08:57:00,0.041062,1
195732,508096,12931,United Kingdom,200,2.1,420.0,2010-05-13 08:59:00,0.041062,1
346548,523124,18251,United Kingdom,768,0.64,491.52,2010-09-20 13:26:00,0.04099,1
300878,518674,14646,Netherlands,2,295.0,590.0,2010-08-10 16:12:00,0.040989,1
232291,511859,17949,United Kingdom,300,0.72,216.0,2010-06-11 10:10:00,0.040987,1
300862,518673,14646,Netherlands,64,10.95,700.8,2010-08-10 16:10:00,0.040983,1
300853,518673,14646,Netherlands,288,2.55,734.4,2010-08-10 16:10:00,0.04095,1
208634,509472,18052,United Kingdom,1500,0.36,540.0,2010-05-24 11:11:00,0.040899,1
142314,502882,16754,United Kingdom,840,1.06,890.4,2010-03-29 10:41:00,0.040888,1
392517,527113,12454,Spain,288,2.95,849.6,2010-10-14 17:33:00,0.04087,1
19696,491025,17157,United Kingdom,96,3.39,325.44,2009-12-08 19:02:00,0.04085,1
347461,523176,17284,United Kingdom,1,229.46,229.46,2010-09-20 16:18:00,0.040824,1
401219,527870,16684,United Kingdom,288,4.95,1425.6,2010-10-19 11:36:00,0.040787,1
103827,499297,18102,United Kingdom,200,0.7,140.0,2010-02-25 20:16:00,0.040785,1
385404,526413,13082,United Kingdom,600,0.65,390.0,2010-10-11 14:17:00,0.040725,1
180521,506471,16754,United Kingdom,240,1.06,254.4,2010-04-30 09:41:00,0.04071,1
226221,511277,14028,United Kingdom,730,1.45,1058.5,2010-06-07 13:33:00,0.040707,1
226222,511277,14028,United Kingdom,730,1.45,1058.5,2010-06-07 13:33:00,0.040707,1
226223,511277,14028,United Kingdom,730,1.45,1058.5,2010-06-07 13:33:00,0.040707,1
145409,503186,18102,United Kingdom,81,12.89,1044.09,2010-03-30 14:47:00,0.040622,1
142427,502887,16754,United Kingdom,400,3.75,1500.0,2010-03-29 11:28:00,0.04061,1
252882,513767,16754,United Kingdom,720,1.85,1332.0,2010-06-28 13:30:00,0.040537,1
206696,509388,14525,United Kingdom,128,2.55,326.4,2010-05-21 17:11:00,0.040489,1
408815,528579,12931,United Kingdom,350,0.72,252.0,2010-10-22 13:18:00,0.040482,1
112899,500173,18102,United Kingdom,216,2.3,496.8,2010-03-05 10:13:00,0.040388,1
292898,517953,16754,United Kingdom,2304,0.18,414.72,2010-08-03 11:56:00,0.040321,1
149403,503597,16754,United Kingdom,1152,0.18,207.36,2010-04-06 09:28:00,0.040286,1
496568,535825,13946,United Kingdom,600,0.25,150.0,2010-11-28 16:21:00,0.040184,1
307662,519404,14646,Netherlands,288,1.06,305.28,2010-08-17 08:56:00,0.040149,1
313907,519913,17133,United Kingdom,320,2.55,816.0,2010-08-22 13:58:00,0.040059,1
434940,530932,18087,United Kingdom,50,10.95,547.5,2010-11-04 17:10:00,0.039988,1
358753,524174,13687,United Kingdom,1308,0.13,170.04,2010-09-27 16:30:00,0.039945,1
450551,532163,16210,United Kingdom,480,3.39,1627.2,2010-11-11 12:19:00,0.039887,1
132431,501918,17949,United Kingdom,480,1.25,600.0,2010-03-22 10:14:00,0.039882,1
95403,498395,14646,Netherlands,720,1.45,1044.0,2010-02-18 15:13:00,0.039873,1
312231,519800,18251,United Kingdom,480,0.42,201.6,2010-08-20 12:28:00,0.039872,1
312232,519800,18251,United Kingdom,480,0.42,201.6,2010-08-20 12:28:00,0.039872,1
519370,537659,18102,United Kingdom,208,3.86,802.88,2010-12-07 16:43:00,0.039862,1
39732,492740,14063,United Kingdom,48,10.95,525.6,2009-12-18 12:27:00,0.039852,1
39734,492740,14063,United Kingdom,48,10.95,525.6,2009-12-18 12:27:00,0.039852,1
39735,492740,14063,United Kingdom,48,10.95,525.6,2009-12-18 12:27:00,0.039852,1
286238,517250,18102,United Kingdom,220,4.58,1007.6,2010-07-27 15:08:00,0.039791,1
286239,517250,18102,United Kingdom,220,4.58,1007.6,2010-07-27 15:08:00,0.039791,1
367654,525008,12557,Spain,144,3.39,488.16,2010-10-03 10:50:00,0.039777,1
390767,526934,18102,United Kingdom,300,2.32,696.0,2010-10-14 09:46:00,0.039762,1
380493,526084,16754,United Kingdom,350,1.65,577.5,2010-10-08 12:03:00,0.039746,1
251770,513653,16754,United Kingdom,320,1.45,464.0,2010-06-28 09:55:00,0.03973,1
28932,491812,13694,United Kingdom,500,1.25,625.0,2009-12-14 13:23:00,0.039597,1
300820,518673,14646,Netherlands,432,1.06,457.92,2010-08-10 16:10:00,0.039576,1
321900,520728,18226,United Kingdom,384,0.85,326.4,2010-08-29 15:47:00,0.039564,1
372028,525284,15061,United Kingdom,72,7.65,550.8,2010-10-05 08:29:00,0.03955,1
390764,526934,18102,United Kingdom,104,9.89,1028.56,2010-10-14 09:46:00,0.039549,1
286340,517253,18102,United Kingdom,120,7.46,895.2,2010-07-27 15:45:00,0.039543,1
286342,517253,18102,United Kingdom,120,7.46,895.2,2010-07-27 15:45:00,0.039543,1
260728,514521,13694,United Kingdom,144,4.25,612.0,2010-07-05 09:33:00,0.03951,1
255234,513993,17949,United Kingdom,300,1.06,318.0,2010-06-30 08:41:00,0.039507,1
290253,517645,14911,EIRE,36,10.95,394.2,2010-07-30 13:31:00,0.039496,1
70978,495735,12745,EIRE,1,201.56,201.56,2010-01-26 16:22:00,0.039457,1
70979,495734,14911,EIRE,1,205.82,205.82,2010-01-26 16:22:00,0.039457,1
113793,500282,15929,United Kingdom,120,4.95,594.0,2010-03-05 14:56:00,0.039401,1
39327,492710,17638,United Kingdom,144,1.95,280.8,2009-12-18 09:58:00,0.039392,1
155954,504166,16029,United Kingdom,36,8.5,306.0,2010-04-12 07:14:00,0.039332,1
251646,513647,14646,Netherlands,192,1.45,278.4,2010-06-28 08:28:00,0.039304,1
49413,493995,13694,United Kingdom,720,0.38,273.6,2010-01-10 13:50:00,0.039251,1
358722,524171,13290,United Kingdom,1,208.63,208.63,2010-09-27 16:29:00,0.039227,1
65315,495228,14646,Netherlands,144,1.65,237.6,2010-01-22 08:28:00,0.039191,1
383522,526239,15769,United Kingdom,400,1.65,660.0,2010-10-11 09:04:00,0.039153,1
383523,526239,15769,United Kingdom,400,1.65,660.0,2010-10-11 09:04:00,0.039153,1
358623,524155,14911,EIRE,288,1.25,360.0,2010-09-27 16:00:00,0.039144,1
416120,529146,17404,Sweden,600,0.65,390.0,2010-10-26 15:48:00,0.039131,1
17493,490785,16029,United Kingdom,936,2.55,2386.8,2009-12-08 11:23:00,0.039078,1
153458,503955,13694,United Kingdom,160,5.95,952.0,2010-04-08 16:43:00,0.039067,1
251687,513647,14646,Netherlands,32,10.95,350.4,2010-06-28 08:28:00,0.039057,1
208626,509472,18052,United Kingdom,2664,0.75,1998.0,2010-05-24 11:11:00,0.039029,1
170313,505536,18102,United Kingdom,120,7.0,840.0,2010-04-22 17:49:00,0.039027,1
326718,521250,15061,United Kingdom,48,10.95,525.6,2010-09-03 11:25:00,0.038937,1
366169,524909,17389,United Kingdom,48,10.95,525.6,2010-10-01 11:34:00,0.038937,1
47128,493762,17941,United Kingdom,576,0.72,414.72,2010-01-06 15:37:00,0.038931,1
230720,511678,18008,United Kingdom,352,2.55,897.6,2010-06-09 15:07:00,0.038929,1
471083,533766,15061,United Kingdom,600,1.88,1128.0,2010-11-18 15:19:00,0.038913,1
11671,490320,13694,United Kingdom,360,0.38,136.8,2009-12-04 15:26:00,0.03887,1
305506,519201,13027,United Kingdom,480,0.4,192.0,2010-08-15 10:33:00,0.038859,1
17417,490763,16013,United Kingdom,400,2.55,1020.0,2009-12-08 10:24:00,0.038852,1
105480,499486,15061,United Kingdom,48,9.95,477.6,2010-02-28 13:42:00,0.038826,1
472548,533952,12643,France,288,1.45,417.6,2010-11-19 12:42:00,0.038823,1
122076,501047,14646,Netherlands,36,10.95,394.2,2010-03-12 10:37:00,0.038794,1
151984,503851,17553,United Kingdom,192,4.25,816.0,2010-04-08 09:44:00,0.038793,1
471739,533820,13093,United Kingdom,96,4.25,408.0,2010-11-19 09:34:00,0.038762,1
39459,492724,14646,Netherlands,288,0.72,207.36,2009-12-18 10:59:00,0.038706,1
39461,492724,14646,Netherlands,288,0.72,207.36,2009-12-18 10:59:00,0.038706,1
88604,497735,16553,United Kingdom,384,0.55,211.2,2010-02-11 18:46:00,0.038675,1
513145,537235,17381,United Kingdom,480,0.36,172.8,2010-12-06 09:45:00,0.038647,1
208636,509472,18052,United Kingdom,1200,0.29,348.0,2010-05-24 11:11:00,0.038618,1
466381,533355,14646,Netherlands,384,2.55,979.2,2010-11-17 10:03:00,0.038569,1
45228,493409,17819,United Kingdom,48,12.75,612.0,2009-12-23 16:58:00,0.038564,1
112845,500169,12497,Germany,240,0.85,204.0,2010-03-05 09:39:00,0.03855,1
24718,491431,15769,United Kingdom,200,1.65,330.0,2009-12-11 09:58:00,0.038539,1
24723,491431,15769,United Kingdom,200,1.65,330.0,2009-12-11 09:58:00,0.038539,1
281560,516786,15769,United Kingdom,200,1.65,330.0,2010-07-23 09:45:00,0.038539,1
281561,516786,15769,United Kingdom,200,1.65,330.0,2010-07-23 09:45:00,0.038539,1
281562,516786,15769,United Kingdom,200,1.65,330.0,2010-07-23 09:45:00,0.038539,1
407890,528423,13629,United Kingdom,200,1.65,330.0,2010-10-22 09:48:00,0.038539,1
188146,507245,17949,United Kingdom,252,1.45,365.4,2010-05-07 10:44:00,0.038507,1
71065,495782,14156,EIRE,1,139.71,139.71,2010-01-26 17:10:00,0.038496,1
370404,525145,16532,United Kingdom,288,3.98,1146.24,2010-10-04 11:52:00,0.03845,1
208627,509472,18052,United Kingdom,1728,0.6,1036.8,2010-05-24 11:11:00,0.038437,1
445788,531837,13777,United Kingdom,192,2.1,403.2,2010-11-10 08:56:00,0.038383,1
459195,532829,15769,United Kingdom,300,1.65,495.0,2010-11-15 09:54:00,0.038242,1
459196,532829,15769,United Kingdom,300,1.65,495.0,2010-11-15 09:54:00,0.038242,1
513148,537235,17381,United Kingdom,324,1.65,534.6,2010-12-06 09:45:00,0.038242,1
45440,493436,13694,United Kingdom,480,1.25,600.0,2010-01-04 13:03:00,0.038231,1
509545,536969,16013,United Kingdom,192,2.75,528.0,2010-12-03 13:10:00,0.038213,1
175019,505981,18102,United Kingdom,320,2.3,736.0,2010-04-27 09:30:00,0.03821,1
175020,505981,18102,United Kingdom,320,2.3,736.0,2010-04-27 09:30:00,0.03821,1
283394,516949,16556,United Kingdom,1,295.0,295.0,2010-07-25 15:32:00,0.038194,1
175021,505981,18102,United Kingdom,160,5.88,940.8,2010-04-27 09:30:00,0.03815,1
311243,519713,14156,EIRE,600,0.72,432.0,2010-08-19 15:36:00,0.038122,1
322002,520736,18102,United Kingdom,204,4.17,850.68,2010-08-31 09:31:00,0.038122,1
